石化厂兜一圈,回,13251 3235 13 32511355135 1 25431134551,252511
石出头 不是右,岩,13251 52252 44134 1324 251112134 13251,25213251
林字多一半,梦,12341234 425521 354354 1 43112,12341234354
头重脚轻,炭,44134 312511211 35111215452 152154121,252134334
儿子出世,甥,35 521 52252 12215,311212512153
出工不出力,切,52252 121 1324 52252 53,1553
除虫夺高产,蚌,523411234 251214 134124 4125125251 414313,2512141112
坐定左右无人,土,3434121 44512134 13121 13251 1135 34,121
厂外河水绕厂流,疴,13 35424 44112512 2534 551153135 13 4414154325,4134112512
风帆重叠 轻舟浪横,患,3534 252354 312511211 5454544525111 152154121 335414 4414511534 123412212512134,25125124544
来信看一半 体会已十分,谢,1431234 324111251 311325111 1 43112 3212341 341154 515 12 3453,453251113124
一张四方连,嚣,1 5153154 25351 4153 1512454,251251132534251251
过去一寸 进来一尺,迟,124454 12154 1 124 1132454 1431234 1 5134,5134454
一去成千古,吏,1 12154 135534 312 12251,125134
欣闻廿年换旧貌,薪,33123534 425122111 1221 311212 1213525134 22511 34435333251135,1224143112343312
要一半 仍一半,奶,125221531 1 43112 3253 1 43112,132511
一心生一个,性,1 4544 31121 1 342,44231121
车旁站着喜旺嫂,辍,1512 4143454153 4143121251 43111325111 121251431251 25111121 531321511254,152154545454
草堂,铺,122251112 24345251121,311151251124
一人一杆枪 出征去打战,伐,1 34 1 1234112 12343455 52252 33212121 12154 12112 212511534,321534
草木之中有个人,茶,122251112 1234 454 2512 132511 342 34,122341234
四点树下埋,杰,25351 212514444 123454124 124 1212511211,12344444
一语道破,吾,1 451251251 431325111454 1325153254,1251251
一有就要,耍,1 132511 412512341354 125221531,132522513
一衣带水国相邻,晔,1 413534 122245252 2534 25112141 123425111 3445452,2511323512
曙光照首都,景,25112522112132511 243135 2511532514444 431325111 1213251152,251141251234
树头雁阵入画中,巢,123454124 44134 133232411121 521512 34 12512152 2512,55525111234
上脚就射门 说来并不难,易,211 35111215452 412512341354 3251113124 425 454325135 1431234 431132 1324 5432411121,25113533
干在前头 谋利在后,刊,112 132121 431251122 44134 45122111234 3123422 132121 331251,11222
佛言不信,弗,3251532 4111251 1324 324111251,51532
三横三竖不新鲜 孔子猜了两天半,旧,111 123412212512134 111 225441431 1324 4143112343312 35251211431112 5215 521 35311212511 52 1253434 1134 43112,22511
三横三竖 能种红薯,田,111 123412212512134 111 225441431 5425113535 312342512 551121 1222522112132511,25121
山间望远树 阵前寄相思,酆,252 4252511 41535111121 1135454 123454124 521512 431251122 44513412512 123425111 251214544,11122111252125143152
入门无犬吠,问,34 425 1135 1344 2511344,425251
俺家大人不在家,电,3213425115 4451353334 134 34 1324 132121 4451353334,25115
雁群低飞水田旁,淄,133232411121 5113251431112 3235154 534 2534 25121 4143454153,44155525121
加了四点只有一点,占,53251 52 25351 212514444 25134 132511 1 212514444,21251
妇女节 双丰收 打字一,彗,531511 531 12252 5454 1112 523134 12112 425521 1,11121112511
遗著,做,251212534454 12212132511,32122513134
出门闺女,娃,52252 425 425121121 531,531121121
山东有雨,鱼,252 15234 132511 12524444,35251211
上海没有一点雨,漏,211 4413155414 4413554 132511 1 212514444 12524444,44151312524444
庭前乱 花草尽 人影空,龙,413312154 431251122 3122515 1223235 122251112 513444 34 251141251234333 44534121,13534
十二点动身,迕,12 11 212514444 115453 3251113,3112454
手把山扳倒,扫,3112 1215215 252 1213354 3215412122,121511
入门尽是弹冠客,阁,34 425 513444 251112134 51543251112 451135124 445354251,425354251
瞪着眼睛瞧 看看都不少,目,25111543341251431 43111325111 25111511534 2511111212511 25111324111214444 311325111 311325111 1213251152 1324 2343,25111
菜田浇水除草,潘,12234431234 25121 441153135 2534 523411234 122251112,441343123425121
一只广锅炒黄豆 铲穿锅子不会漏,必,1 25134 413 311152512534 43342343 12212512134 1251431 31115414313 445341523 311152512534 521 1324 341154 44151312524444,45434
不学无术,苞,1324 44345521 1135 12344,12235515
山字尖对尖 四口紧相连 老王当中坐 双日分两边,四,252 425521 234134 54124 234134 25351 251 2254554234 123425111 1512454 121335 1121 243511 2512 3434121 5454 2511 3453 1253434 53454,25351
书香人家,闵,5524 312342511 34 4451353334,4254134
授艺有方,呓,12134434554 1225 132511 4153,2511225
十加十,茄,12 53251 12,12253251
一一补足,是,1 1 4523424 2512134,251112134
金木水火,坎,34112431 1234 2534 4334,1213534
夺去一半留一半,奋,134124 12154 1 43112 3545325121 1 43112,13425121
加一点有四边,方,53251 1 212514444 132511 25351 53454,4153
称霸四方 结局可悲,噩,3123435234 145244441221251123511 25351 4153 551121251 5135251 12512 211121114544,1225125112512511
枫树无风 旁边有位老公,松,12343534 123454124 1135 3534 4143454153 53454 132511 3241431 121335 3454,12343454
上下一起烧 热的受不了,炎,211 124 1 1212134515 4334153135 1213544444 32511354 34434554 1324 52,43344334
三个星期,昔,111 342 251131121 122111343511,12212511
若教有口便哑 且要无心作恶 中间若没肚肠 外面任生棱角,亚,12213251 12135213134 132511 251 321251134 251122431 25111 125221531 1135 4544 3231211 1224314544 2512 4252511 12213251 4413554 3511121 3511533 35424 132522111 323121 31121 123412134354 3535112,122431
居心不良,亚,51312251 4544 1324 4511534,122431
一户一斤,所,1 4513 1 3312,33513312
狗仗人势,伏,35335251 32134 34 12135453,321344
心被刀割,必,4544 4523453254 53 445111225122,45434
赴汤蹈火,烫,121213424 441533 25121213443321511 4334,4415334334
没事的姑娘,娴,4413554 12515112 32511354 53112251 5314511534,5314251234
窗前乍见晚梅开,榨,445343253541 431251122 31211 2535 25113525135 12343155414 1132,12344453431211
一人涛头立 一人水中翻,似,1 34 4411113124 44134 41431 1 34 2534 2512 343123425121541541,325434
手持单刀一口,招,3112 121121124 43251112 53 1 251,12153251
上下都是关云长,翁,211 124 1213251152 251112134 431134 1154 3154,3454541541
有火腾空而起 有口不能笑谈 有衣能过三九 有水很快就完,包,132511 4334 3511431134551 44534121 132522 1212134515 132511 251 1324 5425113535 3143143134 4543344334 132511 413534 5425113535 124454 111 35 132511 2534 332511534 4425134 412512341354 4451135,35515
点晴能飞,乌,212514444 251111212511 5425113535 534,3551
先人后已,俄,312135 34 331251 515,323121534
不信邪,魁,1324 324111251 152352,3251135544412
你我他,众,3235234 3121534 32525,343434
没心思,田,4413554 4544 251214544,25121
非正式协定,药,21112111 12121 112154 125344 44512134,122551354
悲喜交集,志,211121114544 121251431251 413434 324111211234,1214544
杯中蛇影,弛,12341324 2512 25121444535 251141251234333,515525
半生半熟,塾,43112 31121 43112 412515213544444,41251521354121
半天江水落,左,43112 1134 441121 2534 122441354251,13121
烧着一半,烂,4334153135 43111325111 1 43112,433443111
野径无人草丛生,茎,25112115452 33254121 1135 34 122251112 34341 31121,12254121
水乳交融,浮,2534 34435215 413434 1251254312251214,4413443521
十分高大,夺,12 3453 4125125251 134,134124
十二寸,尽,12 11 124,513444
生动有力,云,31121 115453 132511 53,1154
上下一致,卡,211 124 1 1541213134,21124
一人冒雨而来,儒,1 34 251125111 12524444 132522 1431234,3214524444132522
为非作歹一念间,薤,4354 21112111 3231211 1354 1 34454544 4252511,1221354211121111
十五天半个月,胖,12 1251 1134 43112 342 3511,351143112
熙熙攘攘,侈,12251255154444 12251255154444 12141251251112213534 12141251251112213534,32354354
台上长草,苔,54251 211 3154 122251112,12254251
千里之行始足下,踵,312 2511211 454 332112 53154251 2512134 124,2512121312511211
千树万梨花开,楷,312 123454124 153 31234221234 1223235 1132,1234153532511
多出一半,岁,354354 52252 1 43112,252354
对方下午来,骂,54124 4153 124 3112 1431234,251251551
断一半 续一半 接起来 不再断,继,43123453312 1 43112 55112544134 1 43112 12141431531 1212134515 1431234 1324 125211 43123453312,5514312345
十分有权,树,12 3453 132511 123454,123454124
上下空落,八,211 124 44534121 122441354251,34
山水相连心贴心,凼,252 2534 123425111 1512454 4544 253421251 4544,253452
泼水节,发,44153544 2534 12252,53544
两点天上来,关,1253434 212514444 1134 211 1431234,431134
身在树荫中,榭,3251113 132121 123454124 122523511 2512,12343251113124
上弦下弦星星点点,弱,211 51541554 124 51541554 251131121 251131121 212514444 212514444,5154151541
一撇下面十一点,压,1 12143252343134 124 132522111 12 1 212514444,131214
不足一旬,旭,1324 2512134 1 352511,352511
瓣瓣残花落草中,昆,4143113335444143112 4143113335444143112 135411534 1223235 122441354251 122251112 2512,25111535
班前班后必带,瑟,1121431121 431251122 1121431121 331251 45434 122245252,1121112145434
败走麦城,翠,25343134 1212134 1121354 121135534,54154141343412
哥哥一半大 猜可就错了,奇,1251212512 1251212512 1 43112 134 35311212511 12512 412512341354 3111512212511 52,13412512
东风齐努力 一舟扬三帆,巡,15234 3534 413432 5315453 53 1 335414 121533 111 252354,555454
善始善终一心到底,总,431112431251 53154251 431112431251 55135444 1 4544 15412122 41335154,432514544
山东省阴有雨,霁,252 15234 234325111 523511 132511 12524444,14524444413432
日日相聚亲密无间,田,2511 2511 123425111 12211154323334 414311234 44545434252 1135 4252511,25121
烘云托月,育,4334122134 1154 121315 3511,41542511
孤儿不孤有人照顾,倪,52133544 35 1324 52133544 132511 34 2511532514444 1355132534,3232151135
勾心斗角 曲折心肠,泓,3554 4544 4412 3535112 251221 1213312 4544 3511533,44151554
倚山而立,端,3213412512 252 132522 41431,41431252132522
斜依高楼 伴春雨 静听琴声,秦,34112344412 32413534 4125125251 1234431234531 3243112 111342511 12524444 11212511355112 2513312 112111213445 1215213,1113431234
妇女解放 翻身向上,山,531511 531 3535112533112 41533134 343123425121541541 3251113 325251 211,252
凤头虎尾,几,3554 44134 21531535 5133115,35
一人立正 一人稍息,价,1 34 41431 12121 1 34 312342432511 3251114544,323432
一横又一直 不能猜作十,支,1 123412212512134 54 1 12251111 1324 5425113535 35311212511 3231211 12,1254
翠竹竞茂,静,54154141343412 312312 4143125135 12213534,11212511355112
次品剔出框框外,咨,413534 251251251 2511353322 52252 1234111215 1234111215 35424,413534251
春雨送人行,三,111342511 12524444 431134454 34 332112,111
两根旗杆六个斗 中间有路无人走,非,1253434 1234511534 41533112211134 1234112 4134 342 4412 2512 4252511 132511 2512121354251 1135 34 1212134,21112111
两层楼 六间房 两根烟囱一样长,曲,1253434 5131154 1234431234531 4134 4252511 45134153 1253434 1234511534 4334251341 3253541 1 1234431112 3154,251221
十分小心,忖,12 3453 234 4544,442124
少头无尾,光,2343 44134 1135 5133115,243135
长期无雨,泛,3154 122111343511 1135 12524444,4413454
还不走 车来了,连,1324454 1324 1212134 1512 1431234 52,1512454
去一撇 就没了,丢,12154 1 12143252343134 412512341354 4413554 52,312154
记一半 忘一半,忌,45515 1 43112 4154544 1 43112,5154544
同心迎癸未 点滴作奉献,善,251251 4544 3552454 543341134 11234 212514444 44141432512251 3231211 11134112 1225431121344,431112431251
私设公堂,型,3123454 453554 3454 24345251121,113222121
说话有力,动,454325135 45312251 132511 53,115453
士气,恽,121 3115,442451512
二十三加八十一,基,11 12 111 53251 34 12 1,12211134121
二人同行 后不见店 前不见村,俯,11 34 251251 332112 331251 1324 2535 41321251 431251122 1324 2535 1234124,3241332124
半对半对 凑成一对,双,43112 54124 43112 54124 41111341134 135534 1 54124,5454
霸王进兵,翠,145244441221251123511 1121 1132454 3212134,54154141343412
三水相连,淼,111 2534 123425111 1512454,253425342534
减去一个 孤单一人 加上一个 成伙成群,从,41131251534 12154 1 342 52133544 43251112 1 34 53251 211 1 342 135534 324334 135534 5113251431112,3434
一勾新月伴三星,心,1 3554 4143112343312 3511 3243112 111 251131121,4544
一根棍子地上敲 两只跳蚤左右跳,小,1 1234511534 123425111535 521 121525 211 41251252512154 1253434 25134 2512121341534 544251214 13121 13251 2512121341534,234
十对十,卉,12 54124 12,12132
身居村中,榭,3251113 51312251 1234124 2512,12343251113124
人说多子为好 我说少生为妙,女,34 454325135 354354 521 4354 531521 3121534 454325135 2343 31121 4354 5312343,531
牛之头 虎之尾 猜不着 别多嘴,先,3112 454 44134 21531535 454 5133115 35311212511 1324 43111325111 2515322 354354 2512121353535112,312135
两划一大 两划一小,秦,1253434 153422 1 134 1253434 153422 1 234,1113431234
先先后后,告,312135 312135 331251 331251,3121151
不似春光胜似春光,铯,1324 325434 111342511 243135 351131121 325434 111342511 243135,31115355215
前前后后都要放在心上,总,431251122 431251122 331251 331251 1213251152 125221531 41533134 132121 4544 211,432514544
旁若无人 里应外合,俭,4143454153 12213251 1135 34 2511211 4134431 35424 341251,323414431
牛羊成群,羞,3112 431112 135534 5113251431112,4311135211
关云长刮骨疗伤,谬,431134 1154 3154 31225122 255452511 4134152 323153,4554154134333
个个见了笑,夭,342 342 2535 52 3143143134,3134
一无所获,控,1 1135 33513312 1223531344,12144534121
言出必行,若,4111251 52252 45434 332112,12213251
千里来人会千金,委,312 2511211 1431234 34 341154 312 34112431,31234531
一大一小 一跑一跳 一个食人 一个吃草,骚,1 134 1 234 1 251212135515 1 2512121341534 1 342 344511534 34 1 342 251315 122251112,551544251214
事事如意,恰,12515112 12515112 531251 4143125114544,442341251
去掉偏见二字 人才脱颖而出,规,12154 12121251112 32451325122 2535 11 425521 34 123 35114325135 3531234132534 132522 52252,11342535
报喜不报忧,诘,1215254 121251431251 1324 1215254 4421354,45121251
半屏山山外有山,崛,43112 513431132 252 252 35424 132511 252,25251352252
一错再错,爻,1 3111512212511 125211 3111512212511,3434
人要站好 手要伸直,年,34 125221531 4143121251 531521 3112 125221531 3225112 12251111,311212
没有哥哥,歌,4413554 132511 1251212512 1251212512,12512125123534
一胎喜得两千金,瓶,1 351154251 121251431251 33225111124 1253434 312 34112431,4311321554
前前后后弄得好,善,431251122 431251122 331251 331251 1121132 33225111124 531521,431112431251
提前一天超额,扶,121251112134 431251122 1 1134 121213453251 445354251132534,1211134
左十八 右十八 国家建设需要它,林,13121 12 34 13251 12 34 25112141 4451353334 51111254 453554 14524444132522 125221531 44535,12341234
一年三季总成章,散,1 311212 111 31234521 432514544 135534 41431251112,122125113134
荣辱半生归乡下,村,122451234 1311534124 43112 31121 23511 553 124,1234124
女儿泪两行,姚,531 35 44125111 1253434 332112,531341534
年终岁尾不缺鱼米,鳞,311212 55135444 252354 5133115 1324 3112525134 35251211 431234,35251211431234354152
人以食为天,良,34 5434 344511534 4354 1134,4511534
缺一点良心,恳,3112525134 1 212514444 4511534 4544,5115344544
苗根有变化,苦,12225121 1234511534 132511 41223454 3235,12212251
门外长流水 门里出太阳,涧,425 35424 3154 4414154325 2534 425 2511211 52252 1344 522511,4414252511
毛遂自荐,衙,3115 431353334454 325111 122132521,3321251251112
翻来覆去破片儿 没看头,鼎,343123425121541541 1431234 125221332312511354 12154 1325153254 3215 35 4413554 311325111 44134,251115132125
人言不作信字猜,认,34 4111251 1324 3231211 324111251 425521 35311212511,4534
七嘴八舌,哆,15 2512121353535112 34 312251,251354354
扫平高家庄,崽,121511 14312 4125125251 4451353334 413121,252251214544
轻烟薄雾笼山峰,氙,152154121 4334251341 1224411251124124 1452444435453 31431413534 252 2523541112,3115252
仁智之乐,汕,3211 311342512511 454 35234,441252
破镜重圆,锺,1325153254 3111541431251135 312511211 2525125341,31115312511211
乃正负之比耳,陛,53 12121 352534 454 1535 122111,521535121
明月出天上,旦,25113511 3511 52252 1134 211,25111
半堆成品,哉,43112 12132411121 135534 251251251,121251534
巧断奇案,柯,12115 43123453312 13412512 4455311234,123412512
前前后后,豆,431251122 431251122 331251 331251,1251431
两个老头白了头,箸,1253434 342 121335 44134 32511 52 44134,31431412132511
来的都是客 全凭嘴一张,晒,1431234 32511354 1213251152 251112134 445354251 341121 32312135 2512121353535112 1 5153154,2511125351
一女染病 神医难治,嫉,1 531 441351234 4134112534 452425112 1311345 5432411121 44154251,5314134131134
半点也没有,牛,43112 212514444 525 4413554 132511,3112
两把牙刷都断了 背靠背来墙上挂,非,1253434 1215215 1523 51325222 1213251152 43123453312 52 211352511 312125121112111 211352511 1431234 12112431252511 211 121121121,21112111
重赏之下得千金,婴,312511211 243452512534 454 124 33225111124 312 34112431,25342534531
落花时节,咐,122441354251 1223235 2511124 12252,25132124
两人力大冲破天,夫,1253434 34 53 134 412512 1325153254 1134,1134
一点一横 二人相并 划了十字 没了性命,卒,1 212514444 1 123412212512134 11 34 123425111 431132 153422 52 12 425521 4413554 52 44231121 34125152,41343412
黯然失色,音,254312114444414312511 354413444444 31134 355215,414312511
日出不明,音,2511 52252 1324 25113511,414312511
人活七十古来稀,哗,34 441312251 15 12 12251 1431234 312343413252,251323512
怒斩刁仆,心,531544544 15213312 51 3224,4544
念子心切 子出游兮心何安,吟,34454544 521 4544 1553 521 52252 441415331521 3415 4544 3212512 445531,2513445
前景喜人 昂首前进,倡,431251122 251141251234 121251431251 34 25113552 431325111 431251122 1132454,3225112511
破片儿翻来覆去 没看头,鼎,1325153254 3215 35 343123425121541541 1431234 125221332312511354 12154 4413554 311325111 44134,251115132125
十分先进,过,12 3453 312135 1132454,124454
摄影入门,闪,1211221115454 251141251234333 34 425,42534
一川横贯 双峰倒影,带,1 322 123412212512134 55212534 5454 2523541112 3215412122 251141251234333,122245252
一家一口,豪,1 4451353334 1 251,41251451353334
一点一点落实,买,1 212514444 1 212514444 122441354251 44544134,544134
请君免言,蹲,4511212511 5113251 3525135 4111251,2512121431253511124
恰象举头笑盈盈,兴,442341251 35251353334 443134112 44134 3143143134 535425221 535425221,443134
破格选拔 大有人在,医,1325153254 1234354251 312135454 12113544 134 132511 34 132121,1311345
球边偶拾,弄,11211241344 53454 32251125214 121341251,1121132
牛角上挂把刀,解,3112 3535112 211 121121121 1215215 53,3535112533112
南方有一人 身背两葫芦 喜的是杨柳木 怕的是洞庭湖,火,122543112 4153 132511 1 34 3251113 211352511 1253434 122122513511 1224513 121251431251 32511354 251112134 1234533 123435352 1234 44232511 32511354 251112134 441251251 413312154 441122513511,4334
人手一口,拾,34 3112 1 251,121341251
球王退位,求,11211241344 1121 511534454 3241431,1241344
巧夺天工,人,12115 134124 1134 121,34
一个天上 一个人间,筑,1 342 1134 211 1 342 34 4252511,314314121354
三光无日,腥,111 243135 1135 2511,3511251131121
严守机密,谟,1224313 445124 123435 44545434252,451222511134
玉质不纯,硖,11214 33122534 1324 5511525,13251143134
汝乃有心人,您,441531 53 132511 4544 34,32352344544
洒水冲净街心土,衍,441125351 2534 412512 41355112 332121121112 4544 121,332441112
人要有一点品格,器,34 125221531 132511 1 212514444 251251251 1234354251,2512511344251251
前方后方一个样,吕,431251122 4153 331251 4153 1 342 1234431112,251251
晴空朗月挂边陲,郎,251111212511 44534121 4511543511 3511 121121121 53454 5231212211,45115452
前水复后水,淼,431251122 2534 312511354 331251 2534,253425342534
牛角上边来一刀,解,3112 3535112 211 53454 1431234 1 53,3535112533112
抛弃一点,弁,1213553 4154132 1 212514444,54132
南冠草,卉,122543112 451135124 122251112,12132
一水横川双峰倒影,滞,1 2534 123412212512134 322 5454 2523541112 3215412122 251141251234333,441122245252
能说善讲,团,5425113535 454325135 431112431251 451132,251231
请您放下心,你,4511212511 32352344544 41533134 124 4544,3235234
情节扣人,倩,44211212511 12252 121251 34,3211212511
千里之外有人家,驴,312 2511211 454 35424 132511 34 4451353334,5514513
请勿尝,馍,4511212511 3533 243451154,3551222511134
清浊分流,蜻,44111212511 441251214 3453 4414154325,25121411212511
千进一口,适,312 1132454 1 251,312251454
人人让座,庄,34 34 45211 4133434121,413121
七十二家,究,15 12 11 4451353334,4453435
你左我右,伐,3235234 13121 3121534 13251,321534
南昌多云,昙,122543112 25112511 354354 1154,25111154
明月半露云脚下 残花双落马蹄前,熊,25113511 3511 43112 145244442512121354251 1154 35111215452 124 135411534 1223235 5454 122441354251 551 2512121414345252 431251122,54251135354444
一举未成,本,1 443134112 11234 135534,12341
山里处处猪满圈,豳,252 2511211 35424 35424 35312132511 4411221253434 25431134551,13533342135333452
三十六着,焚,111 12 4134 43111325111,123412344334
秋后一户翻了番,煽,312344334 331251 1 4513 343123425121541541 52 343123425121,43344513541541
千里一线穿,重,312 2511211 1 55111534 445341523,312511211
七擒孟获,惩,15 121344134522554 52125221 1223531344,332121214544
戎马书生,斌,113534 551 5524 31121,413411212154
人需边上走,趁,34 14524444132522 53454 211 1212134,121213434333
秋波横送 细语直传,罢,312344334 44153254 123412212512134 431134454 55125121 451251251 12251111 321154,2522112154
塞北千里,乖,4451122134121 21135 312 2511211,31221135
人要虚心,化,34 125221531 21531522431 4544,3235
桑榆暮景,梦,5454541234 1234341251122 12225111342511 251141251234,12341234354
散会,云,122125113134 341154,1154
一屋生春,闲,1 513154121 31121 111342511,4251234
人在前头走,俞,34 132121 431251122 44134 1212134,341251122
三十出岁头,端,111 12 52252 252354 44134,41431252132522
翩翩飞出栅栏去,扇,451325122541541 451325122541541 534 52252 123435351 123443111 12154,4513541541
三人同行我最大,徐,111 34 251251 332112 3121534 251112211154 134,3323411234
全家罗袜起秋尘,迆,341121 4451353334 25221354 4523411234 1212134515 312344334 234121,525454
骑马可走,大,55113412512 551 12512 1212134,134
恰似披星带月人,炙,442341251 325434 12153254 251131121 122245252 3511 34,35444334
片刻即到,至,3215 41533422 5115452 15412122,154121
始乱终弃,升,53154251 3122515 55135444 4154132,3132
平反归来,啬,14312 3354 23511 1431234,12431252511
人在草木中,茶,34 132121 122251112 1234 2512,122341234
一万零一撇,厉,1 153 1452444434454 1 12143252343134,13153
水经注,训,2534 55154121 44141121,45322
鸟窝,扇,35451 445342512534,4513541541
你左我右争上篮,筏,3235234 13121 3121534 13251 355112 211 3143142231425221,314314321534
门前握手 客来脱帽,搁,425 431251122 121513154121 3112 445354251 1431234 35114325135 252251125111,121425354251
一人分配四平方多点,器,1 34 3453 1253511515 25351 14312 4153 354354 212514444,2512511344251251
不怕火,镇,1324 44232511 4334,311151225111134
人在天涯月如弓,胰,34 132121 1134 44113121121 3511 531251 515,3511151534
你半个 我半个,筏,3235234 43112 342 3121534 43112 342,314314321534
毛竹,笔,3115 312312,3143143115
骐骥骅骝,驷,55112211134 5512113525121122134 551323512 5513545325121,55125351
南柯皇帝,枉,122543112 123412512 325111121 414345252,12341121
每天一歌,曹,3155414 1134 1 12512125123534,12512212511
红娘子,姝,551121 5314511534 521,531311234
田上长青草 细看不是草,苗,25121 211 3154 11212511 122251112 55125121 311325111 1324 251112134 122251112,12225121
贝字减两点 不作目字猜,资,2534 425521 41131251534 1253434 212514444 1324 3231211 25111 425521 35311212511,4135342534
两眼视力好,瞿,1253434 25111511534 45242535 53 531521,251112511132411121
砍掉了石头,欠,132513534 12121251112 52 13251 44134,3534
三个十八盘,森,111 342 12 34 33541425221,123412341234
水光浮日出,滉,2534 243135 4413443521 2511 52252,4412511243135
文章重复,够,4134 41431251112 312511211 312511354,35251354354
市场无有店堂里有,口,41252 121533 1135 132511 41321251 24345251121 2511211 132511,251
十五日,胖,12 1251 2511,351143112
射入缺口,医,3251113124 34 3112525134 251,1311345
一人之命,叩,1 34 454 34125152,25152
水上作业,汞,2534 211 3231211 22431,1212534
声响音量,贫,1215213 251325251 414312511 251112511211,34532534
其丑无双,犄,12211134 5211 1135 5454,312113412512
宁波之行,通,44512 44153254 454 332112,5425112454
男宾止步,妪,2512153 4453212134 2121 2121233,5311345
轩窗外 小河旁 炊烟袅袅,淄,1521112 445343253541 35424 234 44112512 4143454153 43343534 4334251341 3545413534 3545413534,44155525121
上下同义不同样,变,211 124 251251 434 1324 251251 1234431112,41223454
三八集体,兰,111 34 324111211234 3212341,43111
立在最前头,音,41431 132121 251112211154 431251122 44134,414312511
实现大统一,天,44544134 11212535 134 551415435 1,1134
人人有来往,主,34 34 132511 1431234 33241121,41121
扭转旧偏见,旦,1215211 15211154 22511 32451325122 2535,25111
那个不好,雌,511352 342 1324 531521,21213532411121
恰似飞鸿踏雪泥,箸,442341251 325434 534 44112135451 251212125342511 14524444511 44151335,31431412132511
宁波话,诵,44512 44153254 45312251,455425112
高风亮节留人间,史,4125125251 3534 412514535 12252 3545325121 34 4252511,25134
大火烧到耳朵边,耿,134 4334 4334153135 15412122 122111 351234 53454,1221114334
且将献之比羲之,琵,25111 412354124 1225431121344 454 1535 4311213123415534 454,112111211535
你丢人啦,尔,3235234 312154 34 25112141431,35234
一斗多,斜,1 4412 354354,34112344412
明是水少 却说水多,泛,25113511 251112134 2534 2343 1215452 454325135 2534 354354,4413454
人人有奔头,夾,34 34 132511 13412132 44134,1343434
泥,堤,44151335,121251112134
柳暗花明,树,123435352 2511414312511 1223235 25113511,123454124
一人得道,会,1 34 33225111124 431325111454,341154
吾妻,肉,1251251 15112531,253434
公尺,来,3454 5134,1431234
切莫大意,缌,1553 1222511134 134 4143125114544,551251214544
囡,娲,255311,5312512534
名下无虚,嗔,354251 124 1135 21531522431,2511225111134
十分体贴,射,12 3453 3212341 253421251,3251113124
十八相送泪两行,湘,12 34 123425111 431134454 44125111 1253434 332112,441123425111
湿柴,沐,441251122431 2121351234,4411234
一日千里人跃进,香,1 2511 312 2511211 34 25121213134 1132454,312342511
气管炎,氮,3115 31431444525151 43344334,311543344334
儒将,斌,3214524444132522 412354124,413411212154
内外一致,丙,2534 35424 1 1541213134,12534
缺一不成,丕,3112525134 1 1324 135534,13241
巧挖穷根,窍,12115 121445345 4453453 1234511534,4453412115
人虽离休 心一点没离,怵,34 251251214 4134522554 321234 4544 1 212514444 4413554 4134522554,44212344
美好开端,姜,431121134 531521 1132 41431252132522,431121531
人钻钱眼里 势必违法纪,囚,34 3111521251 3111511534 25111511534 2511211 12135453 45434 1152454 44112154 551515,25341
屈指一算,擞,51352252 121352511 1 31431425111132,1214312345313134
太平门,咄,1344 14312 425,25152252
功过各一半,边,12153 124454 354251 1 43112,53454
未来展翅定腾飞,翔,11234 1431234 5131221534 1254541541 44512134 3511431134551 534,431113541541
蛇行,起,25121444535 332112,1212134515
包龙图上场,黜,35515 13534 25354441 211 121533,25431211444452252
欲罢不能,四,34342513534 2522112154 1324 5425113535,25351
刘邦闻之则喜 刘备闻之则悲,翠,413422 111352 425122111 454 253422 121251431251 413422 35425121 425122111 454 253422 211121114544,54154141343412
零头,雨,1452444434454 44134,12524444
三级材,柄,111 551354 1234123,123412534
看礼花,睬,311325111 45245 1223235,2511134431234
明月照门来,閒,25113511 3511 2511532514444 425 1431234,511225113511
另有变动,加,25153 132511 41223454 115453,53251
莫下手,摹,1222511134 124 3112,12225111343112
两口人干什么,啥,1253434 251 34 112 3212 354,25134112251
怒潮,弛,531544544 441122511123511,515525
扭转乾坤六十年,由,1215211 15211154 12251112315 12125112 4134 12 311212,25121
一女恰二十,妍,1 531 442341251 11 12,5311132
未移一笔保原状,本,11234 31234354354 1 3143143115 322511234 1332511234 4121344,12341
末倒置,半,11234 3215412122 2522112251111,43112
萝卜青菜各有所爱,呸,12225221354 24 11212511 12234431234 354251 132511 33513312 3443451354,25113241
农药效果大,虻,453534 122551354 4134343134 25111234 134,251214415
两角钱,芬,1253434 3535112 3111511534,1223453
里头有人,困,2511211 44134 132511 34,2512341
追根寻底,过,325151454 1234511534 511124 41335154,124454
对影成三人,奏,54124 251141251234333 135534 111 34,111341134
人离休要荐才,材,34 4134522554 321234 125221531 122132521 123,1234123
包公上场,黜,35515 3454 211 121533,25431211444452252
霸王自刎,翠,145244441221251123511 1121 325111 353322,54154141343412
把开源节流挂在心上,愿,1215215 1132 4411332511234 12252 4414154325 121121121 132121 4544 211,13325112344544
谜格,唬,45431234454 1234354251,25121531535
论鲁迅,调,453435 352512112511 512454,4535121251
两人争球 一人倒勾,以,1253434 34 355112 11211241344 1 34 3215412122 3554,5434
年纪八十八 当家日日擦 一日勿去擦 全家要饿杀,米,311212 551515 34 12 34 243511 4451353334 2511 2511 12144535445411234 1 2511 3533 12154 12144535445411234 341121 4451353334 125221531 3553121534 341234,431234
年过古稀,佬,311212 124454 12251 312343413252,32121335
